서비스ID,서비스명,서비스 요약,상세 링크,시도명,시군구명,담당부서명,신청방법,지원주기,지급방식,생애주기,대상특성,관심주제,조회수,최종수정일
WLF00005900,귀어청년 사각지대 해소 지원,귀어 정착 초기 재정적 지원을 통한 어촌 정착 유도 및 법과 조례상 청년 어업인의 연령기준 차이로 인해 발생하는 사각지대 귀어청년 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005900&wlfareInfoReldBztpCd=02,경상남도,,경상남도 해양수산국 어촌발전과,"전화, 방문",년,기타,청년,,,36,20250603
WLF00005899,출산장려금 지원,양육가정에 출산장려금을 지급함으로써 출산 친화적인 환경 조성 및 저출산 극복,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005899&wlfareInfoReldBztpCd=02,경상남도,거제시,경상남도 거제시 복지국 가족정책과,"인터넷, 방문",반기,실물바우처,영유아,,,88,20250603
WLF00005898,2025년 울주군 취업장려금 지원사업,"- 취업장려금을 통한 군민의 취업률 증가 및 지역 경제 활성화
- 샤힌 프로젝트 착공(온산읍/23.3.~) 및 쿠팡 물류센터 착공(온양읍/24.10.~)으로 민간 일자리 대량 발생에
  따른 지역 기업의 인력난 해소",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005898&wlfareInfoReldBztpCd=02,울산광역시,울주군,울산광역시 울주군 경제산업국 일자리지원과,"방문, 우편, E-mail",기타,현금지급,"청년, 중장년, 노년",,"서민금융, 일자리",559,20250603
WLF00005896,다자녀가정 양육바우처 지원,다자녀 가구의 자녀 양육에 따른 경제적 부담 완화로 출산 장려,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005896&wlfareInfoReldBztpCd=02,경상남도,거제시,경상남도 거제시 복지국 가족정책과,방문,월,실물바우처,청소년,,,199,20250603
WLF00005895,의료급여수급자 냉장고를 부탁해,의료급여수급자 건강 증진을 위한 영양상태 및 식습관 개선 ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005895&wlfareInfoReldBztpCd=02,전라남도,해남군,전라남도 해남군 복지정책과,,월,현물지급,,저소득,,66,20250603
WLF00005894,생계급여수급자 대학생 월세 및 기숙사비 지원,기존 주거급여지원으로 보호받지 못하거나 주거급여 지원의 한도로 인해 어려움이 있는 생계급여 수급가구의 대학생에게 월세 및 기숙사비를 지원함으로써 경제적 부담 완화,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005894&wlfareInfoReldBztpCd=02,전라남도,해남군,전라남도 해남군 복지정책과,방문,월,현금지급,청년,저소득,서민금융,1083,20250603
WLF00005849,서울형 가사서비스 지원사업,서울시 거주 중위소득 180%이하 임산부 맞벌이 다자녀 가정에게 가사서비스를 지원하여 일생활균형 지원 및 아이키우기 좋은환경 조성,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005849&wlfareInfoReldBztpCd=02,서울특별시,,서울특별시 여성가족실 가족담당관,인터넷,수시,전자바우처(바우처),,다자녀,,12860,20250603
WLF00005590,청소년 학습코칭 및 온라인서비스 제공,도내 교육 사각지대에 있는 청소년에게 고른 교육기회 제공으로 지역․계층간   교육격차 해소 및 청소년의 자기주도적 학습 기반 마련 ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005590&wlfareInfoReldBztpCd=02,경기도,,경기도 평생교육국 평생교육과,인터넷,기타,프로그램/서비스(서비스),청소년,,,234,20250603
WLF00005556,졸업앨범비 지원,"저소득층 수급 자격 학생, 다자녀 가구 학생 등 졸업앨범비 지원으로 학부모 교육비 부담 경감 및 수요자 중심 교육복지 실현",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005556&wlfareInfoReldBztpCd=02,충청북도,충청북도교육청,충청북도교육청 행정국 재정복지과,"방문, 인터넷",년,감면,"아동, 청소년","한부모·조손, 저소득","서민금융, 교육",600,20250603
WLF00005551,저소득가정 아동 예체능 수강료 지원,경제적 어려움이 있는 가정 자녀에게 예체능 수강료를 지원함으로써 아이들이 보다 나은 미래를 펼칠 수 있는 계기를 마련하고자 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005551&wlfareInfoReldBztpCd=02,인천광역시,동구,인천광역시 동구 복지경제국 복지정책과,방문,월,현금지급,"아동, 청소년","저소득, 한부모·조손",서민금융,275,20250603
WLF00005526,청년 웰컴페이(이사비) 지원사업,이사빈도가 높은 청년들의 주거비 부담 완화 및 주거 불안정 해소를 위해 이사소요비용 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005526&wlfareInfoReldBztpCd=02,인천광역시,동구,인천광역시 동구 경제환경국 일자리경제과,인터넷,1회성,현금지급,청년,,서민금융,1323,20250603
WLF00005455,난임부부 시술비 지원사업,아이를 희망하는 난임부부에게 난임시술비를 지원하여 경제적 부담을 경감시키고 출산율 도모,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005455&wlfareInfoReldBztpCd=02,울산광역시,,울산광역시 시민건강국 시민건강과,"방문, 인터넷",수시,현금지급,청년,,서민금융,252,20250603
WLF00005424,마을사랑방 ,"수원시 청년 창업예정자/ 창업기업가 또는 팀에게 무료 공간을 제공 
수원시 주거위기 대상자에게 임시주거공간 제공",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005424&wlfareInfoReldBztpCd=02,경기도,수원시,경기도 수원시 도시개발국 도시재생과,방문,수시,기타,,,,237,20250603
WLF00005421,수원청년 주거지원 매니저 운영,수원 관내 청년 주거지원 사업 및 주택정보 등을 종합적으로 제공하는 이른바 청년 대상 주거 관련 상시상담 및 정보제공으로 청년 주거 안정의 실질적인 활용성 제고,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005421&wlfareInfoReldBztpCd=02,경기도,수원시,경기도 수원시 도시개발국 도시재생과,전화,월,프로그램/서비스(서비스),"청년, 아동",,,679,20250603
WLF00005420,셰어하우스 CON,"- 별다른 준비나 도와 줄 어른없이 홀로 삶을 꾸리는 고충 극심
- 심리·정서, 사회·경제적 지지체계가 매우 낮아 극단 선택 지속
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005420&wlfareInfoReldBztpCd=02,경기도,수원시,경기도 수원시 도시개발국 도시재생과,"인터넷, E-mail",수시,기타,청년,다문화·탈북민,"주거, 입양·위탁, 보호·돌봄",890,20250603
WLF00005418,청년ㆍ신혼 희망터치(Touch) 보증금 이자지원, 수원특례시 위상에 부합하도록 주거약자인 무주택 청년·신혼부부 가구에 전세자금 대출이자를 일부 지원하여 주거안정과 삶의 질 향상에 기여하고자 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005418&wlfareInfoReldBztpCd=02,경기도,수원시,경기도 수원시 도시개발국 도시재생과,인터넷,년,현금지급,청년,,서민금융,2324,20250603
WLF00005413,역세권 새빛 청년존(Zone),청년 대상 역세권 LH매입임대주택을 시중 40~50% 수준으로 제공,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005413&wlfareInfoReldBztpCd=02,경기도,수원시,경기도 수원시 도시개발국 도시재생과,"방문, 인터넷",년,기타,청년,,"일자리, 보호·돌봄, 주거",2525,20250603
WLF00005330,귀농인 주택설계비 지원사업,주거여건 개선을 위해 주택설계비를 지원하여 귀농인의 안정적인 정착을 유도 및 하여 보은군 인구 증가,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005330&wlfareInfoReldBztpCd=02,충청북도,보은군,충청북도 보은군 스마트농업과,방문,1회성,현금지급,"중장년, 청년",,서민금융,255,20250603
WLF00005329,귀농인 영농자재 지원,귀농인에게 필요한 영농자재를 지원하여 귀농인의 안정적인 정착을 유도 및 하여 보은군 인구 증가,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005329&wlfareInfoReldBztpCd=02,충청북도,보은군,충청북도 보은군 스마트농업과,방문,1회성,현금지급,"청년, 중장년",,서민금융,189,20250603
WLF00005295,청년 취업사진 촬영비 지원,"의왕시 관내 미취업 청년의 취업사진 촬영비를 지원함으로써 
취업 준비의 경제적 부담을 완화하고 취업률 향상을 도모하고자 함",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005295&wlfareInfoReldBztpCd=02,경기도,의왕시,경기도 의왕시 경제환경국 기업일자리과,인터넷,월,현금지급,청년,,"서민금융, 일자리",239,20250603
WLF00005279,희귀난치병학생 의료비 지원 사업,서울시 관내 학교의 난치병 학생에 대한 치료비 지원을 통해 치료기회 확대 및 난치병 학생의 건강권과 복지 증진에 기여,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005279&wlfareInfoReldBztpCd=02,서울특별시,서울특별시교육청,서울특별시교육청 서울특별시교육청보건안전진흥원 보건급식부 보건지원과,"방문, 우편, E-mail",년,현금지급,"청소년, 아동",,"서민금융, 신체건강",622,20250603
WLF00005216,산후조리비 지원사업,출산 가정의 경제적 부담 경감,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005216&wlfareInfoReldBztpCd=02,경상남도,사천시,경상남도 사천시 보건소 건강증진과,"인터넷, 방문",1회성,현금지급,"임신 · 출산, 영유아",,"서민금융, 임신·출산",503,20250603
WLF00005084,무안군 대학 진학 축하금 지원사업,"- 대학교에 입학하는 신입생의 경제적 부담을 경감하고 균등한 교육기회를 제공하고자 하며, 이를 통해 교육의 공공성 강화와 교육복지 증진을 위함",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005084&wlfareInfoReldBztpCd=02,전라남도,무안군,전라남도 무안군 자치행정과,방문,1회성,지역화폐,,,"서민금융, 교육",205,20250603
WLF00005083,무안군 초‧중‧고등학생 입학 축하금 지원사업,학교 입학생이 있는 모든 가정의 교육비 부담을 덜어주고 입학을 축하하는 의미로 입학 축하금을 지원하여 학부모들의 교육비 부담을 경감하고 교육의 공공성 강화와 교육복지 증진을 위함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005083&wlfareInfoReldBztpCd=02,전라남도,무안군,전라남도 무안군 자치행정과,방문,1회성,지역화폐,청소년,,"교육, 서민금융",154,20250603
WLF00005080,장애인 출산지원금,"◇ 신생아 모에만 한정 되어있는 국비사업과 비교해 신생아의 부 또는 모의 장애등급에
   따라 지원함으로써 대상범위 확대 및 장애인 출산가정의 경제적 부담 완화
◇ 타 지자체의 장애인가정 출산지원금보다 상향 지원하여 출산 친화적인 문화 조성",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005080&wlfareInfoReldBztpCd=02,경기도,부천시,경기도 부천시 복지위생국 장애인복지과,방문,1회성,현금지급,임신 · 출산,장애인,"서민금융, 임신·출산",399,20250603
WLF00005046,산후조리비지원사업,"1. 목적 : 출산, 산후회복에 소요되는 출산가정의 경제적 부담을 완화
2. 대상 : 모든출산가정 * 출생일 1개월 전부터 부 또는 모가 울산시에 주민등록을 두고 거주
3. 지원내용 : 출생아 1인당 50만원 현금지원(계좌입금)
4. 신청방법 : 주소지 읍면동행정복지센터 또는 보조금 24",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005046&wlfareInfoReldBztpCd=02,울산광역시,,울산광역시 시민건강국 시민건강과,"방문, 인터넷",1회성,현금지급,,,서민금융,1334,20250603
WLF00005041,제천시 청년창업 특례보증 지원사업,"소기업, 소상공인의 재정적 부담 경감을 통한 유능한 지역인재 확보",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005041&wlfareInfoReldBztpCd=02,충청북도,제천시,충청북도 제천시 미래성장국 미래정책과,"방문, 모바일앱, 인터넷",분기,기타,청년,,,487,20250603
WLF00004881,가평군 신혼부부 주거자금 대출이자 지원사업,"주택마련 비용 부담을 경감하여 결혼 결정에 긍정적인 영향을 주고, 주거비 부담 완화를 통한 출산여건 개선으로, 출생아수 감소 등 초저출산시대에 적극 대응",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004881&wlfareInfoReldBztpCd=02,경기도,가평군,경기도 가평군 기획예산담당관,방문,반기,현금지급,청년,,서민금융,2258,20250603
WLF00004862,한부모가정 일가정양립 가사서비스 지원 사업,"˚ 저소득 한부모가정 중 근로취약계층의 가사부담 완화를 위한 가사활동지원 서비스를 제공하여 일·생활 균형 문제 해소
˚ 저소득 한부모가정을 위한 복지서비스 확대로 삶의 질 제고",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004862&wlfareInfoReldBztpCd=02,경기도,안산시,경기도 안산시 복지국 여성보육과,"전화, 방문, 인터넷",월,프로그램/서비스(서비스),"영유아, 아동, 청소년",한부모·조손,,2030,20250603
WLF00004763,해남형 청년 주거비 지원사업,해남군 청년 주거비 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004763&wlfareInfoReldBztpCd=02,전라남도,해남군,전라남도 해남군 미래공동체과,"E-mail, 우편, 방문",반기,현금지급,청년,,서민금융,778,20250603
WLF00004722,장애인활동지원 시추가 지원(자체),장애인의 자립생활 지원과 장애인가정의 돌봄부담 완화,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004722&wlfareInfoReldBztpCd=02,경기도,이천시,경기도 이천시 복지환경국 노인장애인과,방문,월,전자바우처(바우처),"중장년, 아동, 청년, 청소년",장애인,,481,20250603
WLF00004975,발달장애인 GPS 위치표시 장비 지원,가출 실종 위험이 높은 발달장애인을 대상으로 GPS 위치표시 장비를 지원하여 발달장애인의 사고 예방과 실종 발달장애인의 조속한 발견과 복귀를 도모,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004975&wlfareInfoReldBztpCd=02,충청북도,충주시,충청북도 충주시 복지국 장애인복지과,방문,1회성,현물지급,,장애인,,289,20250603
WLF00004788,모든 출산가정 출산지원금 지원,출산에 따른 양육비부담 경감,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004788&wlfareInfoReldBztpCd=02,대전광역시,서구,대전광역시 서구 주민복지국 여성가족복지과,방문,1회성,현금지급,영유아,,"입양·위탁, 서민금융",1324,20250603
WLF00004902,청년 주거자금 대출이자 지원사업,"청년층 출산가정, 신혼부부, 전입세대의 주거비 부담 완화 및 안정된 정주 여건 조성으로 인구 감소 문제 해결과 군민 삶의 질 향상을 위함.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004902&wlfareInfoReldBztpCd=02,경상남도,산청군,경상남도 산청군 미래전략담당관,방문,1회성,현금지급,청년,,서민금융,1756,20250603
